ASV	WS_A_3	WS_A_6	WS_B_3	WS_C_3	WS_D_6	WS_E_3	WS_E_6	WS_F_3	WS_F_6	WS_G_6	WS_H_3	WS_I_3	WS_I_6	WS_A_9	WS_B_9	WS_C_9	WS_D_9	WS_E_9	WS_F_9	WS_G_9	WS_H_9	WS_I_9
f63545aac4372986f0601fa45446050f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
0b2f6183a9508273092434f1fca6152a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
5937aab6759f144108d8b6cab1ef8e05	0	0	0	0	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
73b76f9999c0912cd7ae4dd39e9e44e8	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
d4e12a79a478bb6116e3b45453650087	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df8d26018bfe2085234084d00e990c66	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ede59591bbd13046b5401c41d1a3885a	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79736ec3eca3f40052d053cecb51b811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
91c8ba2e25a3851e72b40bd19bad9be7	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6e67261ae92b9ce8df403670531a790	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
f7c40e56a271bb9ba8e67764bd275506	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
b2d982fc45471ecca87fe5baae04fd3b	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb4ccf9d09d80f3f4f4bf8af57426d9b	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5
3e29046a51e4975965c0f9c864614310	0	0	0	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
81e6ab373dff329dfaaa84c281a7c315	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5c3dda76c319e3e46791f53d964f1c9	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2746cd6f6a13f2221b6e5651c45a5d3	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
79d31b473ff815efe3758e7ed4558c4b	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b52ada3948e4ec5902bcce1637911881	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d7a4d3914a93ebd853abc2eb84cc039	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10fbecbe0dca32e913ac442f584601fe	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
2deaf486b66eda8d4e3a2e61cbaf715a	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7
6643fb86cf42039b63da4cd38107b2c6	3	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367f18f6a20993b27b500d629eca5eba	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17c928625c2c8c75dd2639196d9758b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
a06ba5a81e686cfceb94eca688740ad3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	2	0
1d5dad57858d786803bf5408f9de6212	0	0	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
f7be14fbfa94ede595deeae29756303a	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ebdd4ea780014a80d172a15e760731e1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
9b32030f1a675a4cd1ee40373a277143	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76d8595d5e350070ba6f0315ae2f2adc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
638deef05559ba0908cefa58cc3924ff	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
5be4bed1e5c333e71bd4eeddd18e8582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
b3179e53fe309de8c4b03e46315cdd42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
f77133c799bf8f2cc886a12b4fe71d54	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
d50c1e1e7d61b1e126a64baef47e03f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
448bdba3f0c5dedc5f14209105b52542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
a7fdbc6271001ab6c7e9876a53fcbaf6	0	0	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
4b21461f73d06abd6963c10cc7f0af2e	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85a3ae605128f6c4522e593606b20e2e	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57fa0d2bebab9e57f87a4eb266b30df1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	6	0	9	0	0	0
a5aa9b40ea76f84ea93fd87fb2a2d7a7	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8966c77f31d86eea94d11f6315f58cb5	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0
a1b8f95e5b991aa9c9b0130edd502b71	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34435cdaeba17e2bf9be06c8e87d778f	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c1c4a54447fc65b9738aca0e645b003	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11eb59b0671123d2ec1b7efc69368580	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6285b85d298c1d362c4a373637ff00fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	6	0
2582d346675cc94503eee3ca42c60565	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104447db60c075ab3787c02779c49ba0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
a1f6b22f056771792ad862a66bdc9518	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
8af13a654e7141a62deb5b1a239950fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
16d06d726fa8a1be075b33a492ce5130	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
1c525e8c8787a16c73f96b2d58c55c44	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	7	0
0815917f68fd65e524e248bffaee4219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	9
f05e3e38a0f7de399ae38bd8018710d6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	2	6	2	1
34237df55ea8a7d38f2b0cae7c3199a9	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
0f4ef6689195a3319ec67f8b2e1f3207	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8575faba6a8c0856e555a14b217ad8e1	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0
d6ffcaecb15dec7435126314d525df63	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e7ec1b19796494dc3cd7c53c33aab98	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
66c84cc50f3a388c11697bcd15abb4c9	0	0	0	0	9	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
d14b7a86a202460ee8e60cd083204773	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a615e0d9503ad112af32144bea8d0437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
2c345440ea8024b5ea86868071c59487	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ec725ef386a4827737cfc3160f580e68	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
9da1c9572f10456bdc28cd93e8388a63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
7de8d79a2a7710a8cb46141ceb34a605	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79afaf44fc5e17f3baf5586287414785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
54b14ba4f521601800feab0f81c9e978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0
195b022189f1986036559201ca318594	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b4293f449357a7e226159e8799322ee	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	8	0	1	0	2
fc75d46693ca8c217b5fc6f57d968647	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
b62f9b124986b88c432a44ddb546a2cc	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61323a4c9f20aefc39d881d77ba8d11a	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
a448948a6a80dd7a34206592d0419cda	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a32e3ca9651a5feeca7236ed5a13475	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6
dca637110d020ca3a36679deec1a5b03	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6987f0e3590c7e0423e77f3e23aa93b4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c70dee283a2964d3bf221a96e785b79	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f07dd0972c9fbd20f2af2701160a787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10
6065658a4172df51a000fc398ffbe9a1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
71c4fa28deb12bb32bc0912e5d547c25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
fa388ecd98fdbdc89bc5594a064322d0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
d71ad38ffb20ceeadb129ca764b8dd68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6
eff5345d170b2ff6ee9ac0459b05808f	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
c5d78e76260c288d0506eda91d0afcf8	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ca639878ea5fca6808414ad5e090e960	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
094d5873dca77d9cea29ce9573cef604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9
ef47bb94bbe2e4f81aa1475cedf6d433	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cd1076352d70ca289eb9f996a115e65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
84b504707e94ea1c065a82cc01ff5643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
e3cc1d9460d92c6738c8e26bc1aab1f2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
0ab6c615de16d383216e420c3c1106d8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e2c4a67e16929ab4d9e02fef41430e09	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	9	0	0	0	0	0
690f489b7d910e587f9c8bf375a24fce	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1396d9bc8e444bac5be10e352780a80c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
a389435753ac401e49c4876e3d8eae1f	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a0db9cb8db3c4def23dd2bc21994c4a	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
909e9f73b2fcb4327baf620d550a45c7	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
6a0a8f9dfaa0eead724ab581836850d6	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5d2108d9609d9ffdb82b2eb8cabc118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
400f17cea33e13f4e40def490f701fc6	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4608b214d75ddd1411d477b8515e11ae	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120057a58b27041a29112c728f0975dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
72583f1f8c12ceaf4993cce67fb7fb35	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0342eeb745edd6fa9f1f57a0413d0758	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0
3b6fd1a8ac019a77ac85828ac9fd7a66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	2	0	4
185426937c50e35e44d1d22e7b189752	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	3	0	0	0	1
0625c38c1c0adca7cc1bfa2dae1475bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
4949d0ed820ab0306eff6c96aebaeac7	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
e5a9a2a7480b07593242a0240a4f96ac	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
95b31ca23c9e9b8ae7231f3f9cc1b35f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
b7cfa1680d7c7c9ca3d20d8902939fb2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e2e9c5dba1d40fab20341df15bb7770	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
c18f33802733072b2eb2fcdfba7fb4d8	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279a598620025f42f662d10c470297c1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c95eb1193f0a4c53efaf237c5b81877	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67b7ef095b0dc308d57acb1ac3576104	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	5
55558f454596d88b2dd9cea40a3059d9	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787d0549a0f784df0be0a9e6eb68ea7e	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
dbe92ae439cef590d1f811e9c75594e6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
899d42070c33041d59480781366dc958	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc6db78c575dfb0f7b0d88875ee86d62	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31ee7047bcebb41c27ce5ee27dc747d5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
668d07abbf02a3135ff86bffe45e77cd	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9b7bf2e1f0f43f06cf48c86130fa7d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
5406568f0185d8f6ecc489c1f51a1544	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62c1c6c01771bf4e84fb1997bf2dd4f1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10
2c49327db6f18c1857b1376ff3e07033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
b87ce573a5062ddd322eb150a4e209cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ee66b92dcb82765a5f2d31a55bbbbe54	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f9d08a0ea17d139bd14ef531671f1d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
e588406ebb71a7437c34f7c6d5454ebe	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f6888824c498ba57d88754abe4df304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
fb77db76ef51f37891021b2a6cd7a431	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
0bfe52a2fe1f2f987e82bfc0ff8513ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
22eecf4d1f48a36297442e9987421486	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
f3bb596c71588b908e707acf7716d477	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
0601c8d8a93fa9c1bb6479cc234e0490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0
4c7c7292d1797006ee172aa0eaff608b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
9699c7bef33f3c724876a3797e717b69	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58dc46235f4b9a56095e11844b99946f	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6676690fe9c4611c351499d983d29c1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a48b0d039c5c8d059096e99693af95f0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc60ef6304e8b7228e41d0eb058fac85	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0
8c11b94b768366c682a5641a39c43ae1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
719bde81123fe53dfb4403f8eef81333	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
50b8e6df247d7577590396de76fedd3c	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d194294cee0956e87b3cf0c5b9579269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
96bc9e57cc65e46624a3c9a20bfaa2d1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
9c6fa4c57aef5f796fd6b11a4a221994	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
e061b709f4057ad2061b24d9fc1800a8	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b6a3f412fb5cea66ba01782a726f122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
483fd8d202560a20c830abfe0583ef43	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
620c8826c7c9231d6b78e856aa0399e8	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
5e7c5488db80a970b957e8783fc4c68d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
0ceff82d3dda0b17d97018fb49142100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
973d8a3afe520c428d97db6e5434e196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
56a98e12d0650f0b75466ac6d2d20f02	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
f2b8fc91cb0e0d0f89719dca0be46716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
d64ccedbced1ce1bce09aa61f4846cef	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d61ac5d55986b7fcb6a6e16afc6e0874	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9bbfdaf2bcaf07569c323a81aa1fc078	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
fce04bfd74657cd39ed56756a127de98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
58c70e5fe432398b4674b0d7e054dbd7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
211adae2422a69b9c5f24b2290254590	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a825df30234764134c7571f83d74317b	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
f290faac0097378619267367af1b9dfd	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
d950a7cbc086ef24a8a70dd5156a1ecd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
19e15bad1859fab1ed46d76efe517323	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9b4c6bd65ef07585eb19564d1a31d83	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c0be35a73f7c86835e519386e7739ff	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14b8819da8def706fe9c29d6b0bd2d04	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c9fbb862e82c3e28410fb67bb25b9965	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8
f916b7bb9ecf040ff54af2287930deca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
71bd8c3b8bc64b8ae996226e86a938de	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0
2cc3b66aa620f710f1b47be856c751fa	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
c62384ff41af318d511754d7cabc5fac	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db56985b1be2efee5da8df300e8aa7b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
a1185ff375eeb274569f8691b8de801e	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
a9598ab60dfccd86849a1d3520d1cec2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
93c0655b60f1915ae41a322dc6b20cc9	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
bddd65c3e6f8279c8c746f259e76f4e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
78217808b96ba6705f9a6b3b62450194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ac4be631eb0e14723a2dbabba3a82249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
bac3704f1609a6e5e9da91dc550e8dd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
66ded72627bf5781374188b657fed1b5	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ebeee8c2f6a1e95c159623cda9089771	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853905b5440b2abd41c8d75057c0be78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
f21bc2180d7fbf3489d02fec275c6377	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
7062daec48de072aa20248f235a25755	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b659e58737506221157d7c2c34108710	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3189c72c21ca0769fa96b82601a6a948	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4296d79f83f8e2c304cd898d737626ec	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ef673014d6b94482369bc7ad4231b827	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d3085f47a979cc4a4363bc349cc889a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
b5cc599fbae85deca7df9e6bae017f60	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
3f96e0217fce31a5fb9dfeae923debca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
93be61d0775722f22f1237579a29a430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
634d8f2c71d2d2f822f21eb5bed874ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
8fcebcef589f9dec065f46c6894d85b4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
99558b9f4aad5deeda1761c8417e6bfe	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263f02c2070d8ee8a11924e474318927	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e51cf7205e545b42f0dcc215088a9287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
d97342afacddab3bbabbec2c93290fb8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	1	2	0	0
633307bb6a87c6f52537bb4d3f146638	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
cbcdd2b9cefaf81e66422d38e2a48107	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0
aba9aa1c134a514e4ce9fba149da2985	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964550b1c8e5e0b6f3cb4afd19d966e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
